IP 地址,已发送,已接收,丢包率,平均延迟,下载速度(MB/s),地区码
47.243.166.181,4,4,0.00,18.16,0.00,HKG
47.242.249.84,4,4,0.00,18.43,0.00,HKG
47.243.206.137,4,4,0.00,18.54,0.00,HKG
47.239.183.154,4,4,0.00,18.54,0.00,HKG
8.218.128.140,4,4,0.00,21.17,0.00,HKG
8.212.27.131,4,4,0.00,22.71,0.00,HKG
47.239.125.132,4,4,0.00,74.60,0.00,HKG
47.238.71.46,4,4,0.00,75.09,0.00,HKG
47.238.74.255,4,4,0.00,180.16,0.00,HKG
