IP 地址,已发送,已接收,丢包率,平均延迟,下载速度(MB/s),地区码
193.176.179.125,4,4,0.00,178.18,0.00,CDG
194.36.170.247,4,4,0.00,186.03,0.00,CDG
194.36.170.90,4,4,0.00,189.54,0.00,CDG
188.130.207.54,4,4,0.00,190.65,0.00,CDG
193.176.158.143,4,4,0.00,192.09,0.00,CDG
194.36.170.74,4,4,0.00,192.22,0.00,CDG
172.233.249.121,4,4,0.00,194.17,0.00,CDG
191.96.153.14,4,4,0.00,196.83,0.00,CDG
194.120.24.198,4,4,0.00,197.41,0.00,CDG
172.233.249.120,4,4,0.00,199.47,0.00,CDG
